Word_Unique_ID	Text_ID	Word_Number	Sentence_Number	Word_In_Sentence_Number	FullSentence_DocLevelMarked	FullSentence_DocLevel	FullSentence_SentLevelMarked	FullSentence_SentLevel
QID279	5	48	4	26	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that *one*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that *one*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one
QID280	5	49	4	27	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one *or*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one *or*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or
QID281	5	50	4	28	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or *two*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or *two*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two
QID282	5	51	4	29	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two *of*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two *of*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of
QID283	5	52	4	30	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of *the*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of *the*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the
QID284	5	53	4	31	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the *smaller*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the *smaller*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller
QID285	5	54	4	32	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller *ones*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller *ones*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones
QID286	5	55	4	33	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones *winked*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones *winked*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked
QID287	5	56	4	34	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked *at*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked *at*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at
QID288	5	57	4	35	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at *her.*	Mrs. Darling quivered and went to the window. It was securely fastened. She looked out, and the night was peppered with stars. They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at her.	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at *her.*	They were crowding round the house, as if curious to see what was to take place there, but she did not notice this, nor that one or two of the smaller ones winked at her.
QID290	6	2	1	2	Seeing *Peter*	Seeing Peter	Seeing *Peter*	Seeing Peter
QID291	6	3	1	3	Seeing Peter *slowly*	Seeing Peter slowly	Seeing Peter *slowly*	Seeing Peter slowly
QID292	6	4	1	4	Seeing Peter slowly *advancing*	Seeing Peter slowly advancing	Seeing Peter slowly *advancing*	Seeing Peter slowly advancing
QID293	6	5	1	5	Seeing Peter slowly advancing *upon*	Seeing Peter slowly advancing upon	Seeing Peter slowly advancing *upon*	Seeing Peter slowly advancing upon
QID294	6	6	1	6	Seeing Peter slowly advancing upon *him*	Seeing Peter slowly advancing upon him	Seeing Peter slowly advancing upon *him*	Seeing Peter slowly advancing upon him
QID295	6	7	1	7	Seeing Peter slowly advancing upon him *through*	Seeing Peter slowly advancing upon him through	Seeing Peter slowly advancing upon him *through*	Seeing Peter slowly advancing upon him through
QID296	6	8	1	8	Seeing Peter slowly advancing upon him through *the*	Seeing Peter slowly advancing upon him through the	Seeing Peter slowly advancing upon him through *the*	Seeing Peter slowly advancing upon him through the
QID297	6	9	1	9	Seeing Peter slowly advancing upon him through the *air*	Seeing Peter slowly advancing upon him through the air	Seeing Peter slowly advancing upon him through the *air*	Seeing Peter slowly advancing upon him through the air
QID298	6	10	1	10	Seeing Peter slowly advancing upon him through the air *with*	Seeing Peter slowly advancing upon him through the air with	Seeing Peter slowly advancing upon him through the air *with*	Seeing Peter slowly advancing upon him through the air with
QID299	6	11	1	11	Seeing Peter slowly advancing upon him through the air with *dagger*	Seeing Peter slowly advancing upon him through the air with dagger	Seeing Peter slowly advancing upon him through the air with *dagger*	Seeing Peter slowly advancing upon him through the air with dagger
QID300	6	12	1	12	Seeing Peter slowly advancing upon him through the air with dagger *poised,*	Seeing Peter slowly advancing upon him through the air with dagger poised,	Seeing Peter slowly advancing upon him through the air with dagger *poised,*	Seeing Peter slowly advancing upon him through the air with dagger poised,
QID301	6	13	1	13	Seeing Peter slowly advancing upon him through the air with dagger poised, *he*	Seeing Peter slowly advancing upon him through the air with dagger poised, he	Seeing Peter slowly advancing upon him through the air with dagger poised, *he*	Seeing Peter slowly advancing upon him through the air with dagger poised, he
QID302	6	14	1	14	Seeing Peter slowly advancing upon him through the air with dagger poised, he *sprang*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang	Seeing Peter slowly advancing upon him through the air with dagger poised, he *sprang*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang
QID303	6	15	1	15	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang *upon*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang *upon*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon
QID304	6	16	1	16	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the
QID305	6	17	1	17	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the *bulwarks*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the *bulwarks*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks
QID306	6	18	1	18	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks *to*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks *to*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to
QID307	6	19	1	19	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to *cast*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to *cast*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast
QID308	6	20	1	20	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast *himself*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast *himself*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself
QID309	6	21	1	21	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself *into*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself *into*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into
QID310	6	22	1	22	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the
QID311	6	23	1	23	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the *sea.*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the *sea.*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.
QID312	6	24	2	1	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. *He*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He	*He*	He
QID313	6	25	2	2	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He *did*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did	He *did*	He did
QID314	6	26	2	3	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did *not*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not	He did *not*	He did not
QID315	6	27	2	4	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not *know*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know	He did not *know*	He did not know
QID316	6	28	2	5	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know *that*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that	He did not know *that*	He did not know that
QID317	6	29	2	6	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the	He did not know that *the*	He did not know that the
QID318	6	30	2	7	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the *crocodile*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile	He did not know that the *crocodile*	He did not know that the crocodile
QID319	6	31	2	8	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile *was*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was	He did not know that the crocodile *was*	He did not know that the crocodile was
QID320	6	32	2	9	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was *waiting*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting	He did not know that the crocodile was *waiting*	He did not know that the crocodile was waiting
QID321	6	33	2	10	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting *for*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for	He did not know that the crocodile was waiting *for*	He did not know that the crocodile was waiting for
QID322	6	34	2	11	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for *him;*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him;	He did not know that the crocodile was waiting for *him;*	He did not know that the crocodile was waiting for him;
QID323	6	35	2	12	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; *for*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for	He did not know that the crocodile was waiting for him; *for*	He did not know that the crocodile was waiting for him; for
QID324	6	36	2	13	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for *we*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we	He did not know that the crocodile was waiting for him; for *we*	He did not know that the crocodile was waiting for him; for we
QID325	6	37	2	14	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we *purposely*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely	He did not know that the crocodile was waiting for him; for we *purposely*	He did not know that the crocodile was waiting for him; for we purposely
QID326	6	38	2	15	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely *stopped*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped	He did not know that the crocodile was waiting for him; for we purposely *stopped*	He did not know that the crocodile was waiting for him; for we purposely stopped
QID327	6	39	2	16	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the	He did not know that the crocodile was waiting for him; for we purposely stopped *the*	He did not know that the crocodile was waiting for him; for we purposely stopped the
QID328	6	40	2	17	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the *clock*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock	He did not know that the crocodile was waiting for him; for we purposely stopped the *clock*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock
QID329	6	41	2	18	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock *that*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that	He did not know that the crocodile was waiting for him; for we purposely stopped the clock *that*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that
QID330	6	42	2	19	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that *this*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that *this*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this
QID331	6	43	2	20	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this *knowledge*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this *knowledge*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge
QID332	6	44	2	21	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge *might*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge *might*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might
QID333	6	45	2	22	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might *be*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might *be*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be
QID334	6	46	2	23	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be *spared*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be *spared*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared
QID335	6	47	2	24	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared *him:*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him:	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared *him:*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him:
QID336	6	48	2	25	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: *a*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: *a*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a
QID337	6	49	2	26	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a *little*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a *little*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little
QID338	6	50	2	27	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little *mark*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little *mark*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark
QID339	6	51	2	28	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark *of*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark *of*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of
QID340	6	52	2	29	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of *respect*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of *respect*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect
QID341	6	53	2	30	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect *from*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect *from*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from
QID342	6	54	2	31	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from *us*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from *us*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us
QID343	6	55	2	32	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us *at*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us *at*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at
QID344	6	56	2	33	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at *the*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at *the*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the
QID345	6	57	2	34	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the *end.*	Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea. He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the end.	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the *end.*	He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the end.
QID347	7	2	1	2	Dorothy *didn't*	Dorothy didn't	Dorothy *didn't*	Dorothy didn't
QID348	7	3	1	3	Dorothy didn't *know.*	Dorothy didn't know.	Dorothy didn't *know.*	Dorothy didn't know.
QID349	7	4	2	1	Dorothy didn't know. *She*	Dorothy didn't know. She	*She*	She
QID350	7	5	2	2	Dorothy didn't know. She *looked*	Dorothy didn't know. She looked	She *looked*	She looked
QID351	7	6	2	3	Dorothy didn't know. She looked *around*	Dorothy didn't know. She looked around	She looked *around*	She looked around
QID352	7	7	2	4	Dorothy didn't know. She looked around *her*	Dorothy didn't know. She looked around her	She looked around *her*	She looked around her
QID353	7	8	2	5	Dorothy didn't know. She looked around her *anxiously*	Dorothy didn't know. She looked around her anxiously	She looked around her *anxiously*	She looked around her anxiously
QID354	7	9	2	6	Dorothy didn't know. She looked around her anxiously *for*	Dorothy didn't know. She looked around her anxiously for	She looked around her anxiously *for*	She looked around her anxiously for
QID355	7	10	2	7	Dorothy didn't know. She looked around her anxiously for *some*	Dorothy didn't know. She looked around her anxiously for some	She looked around her anxiously for *some*	She looked around her anxiously for some
QID356	7	11	2	8	Dorothy didn't know. She looked around her anxiously for some *familiar*	Dorothy didn't know. She looked around her anxiously for some familiar	She looked around her anxiously for some *familiar*	She looked around her anxiously for some familiar
